Total Purchase YTD,Date First Purchase,Birth Date,Marital Status,Yearly Income,Gender,Total Children,Number Children At Home,Education,Occupation,Home Owner Flag,Number Cars Owned
98.96,7/24/2004,2/1/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
4.99,3/16/2004,2/1/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
751.34,11/14/2003,2/1/1978,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
23.22,12/26/2003,2/2/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
34.99,7/7/2004,2/5/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
39.98,9/12/2003,2/5/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
54.98,8/30/2003,2/5/1978,M,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
777.34,11/12/2003,2/5/1978,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"4,551.36",12/18/2002,2/7/1978,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
"4,607.23",12/7/2002,2/8/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
7.28,10/2/2003,2/8/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
117.58,4/7/2004,2/10/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
302.03,11/19/2003,2/10/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
2.29,12/28/2003,2/10/1978,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
47.26,9/25/2003,2/13/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,2
24.99,7/23/2004,2/13/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
"4,582.51",7/16/2002,2/15/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
27.28,8/19/2003,2/15/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
49.97,12/5/2003,2/15/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
36.27,4/8/2004,2/15/1978,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
32.27,10/12/2003,2/15/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
29.98,7/19/2004,2/17/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"1,205.47",6/8/2004,2/17/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"4,792.73",10/10/2001,2/18/1978,S,0-25000,F,1,1,High School,Manual,FALSE,0
29.98,12/30/2003,2/18/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"1,631.46",8/16/2002,2/22/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
31.27,11/17/2003,2/22/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
7.28,8/30/2003,2/22/1978,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
110.46,10/3/2003,2/23/1978,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
"1,729.97",3/14/2004,2/25/1978,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
2.29,3/22/2004,2/25/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
39.98,5/13/2004,2/26/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,1
"1,129.48",4/29/2004,2/26/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"1,815.15",2/3/2003,2/28/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
882.7,8/15/2003,3/6/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"4,183.23",6/11/2002,3/6/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,1
85.48,5/4/2004,3/7/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
71.27,11/23/2003,3/7/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,3
4.99,3/29/2004,3/7/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,743.04",4/16/2003,3/7/1978,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"4,733.75",10/17/2001,3/8/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
548.98,11/16/2003,3/8/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"4,397.75",5/11/2002,3/9/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,1
"1,120.49",4/10/2004,3/9/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,578.27",2/14/2002,3/9/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,646.40",8/29/2002,3/10/1978,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
106.26,5/13/2004,3/11/1978,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
53.47,12/18/2003,3/11/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,2
66.97,12/10/2003,3/11/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"3,939.98",6/11/2002,3/13/1978,S,0-25000,M,1,1,High School,Manual,FALSE,0
"4,787.74",10/18/2001,3/13/1978,S,0-25000,F,1,1,High School,Manual,FALSE,0
"4,733.75",10/5/2001,3/15/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"4,821.72",10/29/2001,3/15/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"1,134.47",9/13/2003,3/15/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
7.28,6/7/2004,3/15/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
64.47,5/1/2004,3/15/1978,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
"2,049.10",6/22/2003,3/15/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
8.99,12/29/2003,3/16/1978,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
7.28,10/27/2003,3/16/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
47.94,11/4/2003,3/17/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
26.97,4/22/2004,3/17/1978,S,25001-50000,F,0,0,High School,Manual,TRUE,1
"1,274.08",1/17/2002,3/17/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
241.76,12/18/2003,3/19/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
12.98,3/23/2004,3/19/1978,M,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
71.58,8/7/2003,3/22/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
78.98,7/23/2004,3/23/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
39.98,5/30/2004,3/23/1978,M,25001-50000,F,4,4,Partial College,Clerical,TRUE,2
"1,155.48",5/14/2004,3/23/1978,M,25001-50000,F,5,5,Partial College,Clerical,TRUE,1
21.49,11/8/2003,3/23/1978,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
39.98,8/6/2003,3/24/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,699.82",10/31/2001,3/24/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
27.28,10/14/2003,3/24/1978,M,25001-50000,M,0,0,Bachelors ,Professional,FALSE,2
"1,893.91",7/18/2002,3/25/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"4,985.66",11/13/2002,3/25/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,1
32.28,5/16/2004,3/25/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,1
"2,721.55",7/27/2002,3/25/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
39.98,7/6/2004,3/27/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
79.97,1/13/2004,3/31/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
35,12/23/2003,3/31/1978,S,0-25000,M,0,0,High School,Manual,FALSE,1
"4,209.21",6/23/2002,3/31/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,1
14.98,12/31/2003,3/31/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
37.93,2/27/2004,3/31/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"3,578.27",12/20/2001,3/31/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
63.97,10/1/2003,4/1/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
"2,181.56",9/29/2002,4/1/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
608.96,2/3/2004,4/2/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,249.84",6/30/2003,4/2/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
115.25,8/29/2003,4/5/1978,M,25001-50000,M,4,4,Partial College,Clerical,FALSE,2
124.99,9/10/2003,4/5/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
"3,018.33",7/16/2002,4/5/1978,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
71.58,6/16/2004,4/5/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
79.97,11/8/2003,4/6/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
"4,118.26",6/7/2002,4/6/1978,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"5,971.33",2/23/2002,4/8/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"4,349.61",6/5/2002,4/8/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
62.98,5/15/2004,4/8/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
36.27,7/27/2004,4/15/1978,S,0-25000,F,0,0,High School,Manual,FALSE,1
"2,407.04",12/11/2003,4/15/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"1,735.98",6/19/2004,4/17/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
14.98,7/1/2004,4/19/1978,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,042.82",4/23/2003,4/19/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
69.97,11/27/2003,4/20/1978,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
111.95,9/10/2003,4/23/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
"4,698.76",10/2/2001,4/23/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
78.98,12/25/2003,4/26/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,735.53",7/5/2002,4/26/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"1,120.49",6/21/2004,4/27/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"1,239.09",10/15/2001,4/27/1978,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"2,071.42",1/8/2003,4/30/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
86.24,8/28/2003,5/2/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,2
786.33,5/3/2004,5/2/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
96.75,10/23/2003,5/3/1978,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
23.78,6/6/2004,5/3/1978,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
4.99,3/27/2004,5/6/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
39.98,10/18/2003,5/8/1978,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
94.97,3/17/2004,5/8/1978,M,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
42.97,4/28/2004,5/8/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
8.99,12/19/2003,5/8/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
77.96,3/21/2004,5/9/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
36.27,8/7/2003,5/10/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"4,730.03",10/1/2001,5/11/1978,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"4,965.81",12/7/2001,5/14/1978,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"4,153.25",2/2/2002,5/14/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
4.99,4/13/2004,5/14/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"3,578.27",12/29/2001,5/14/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
138.45,11/21/2003,5/15/1978,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"3,772.41",2/20/2003,5/18/1978,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"3,001.04",9/4/2002,5/18/1978,M,0-25000,F,0,0,Graduate Degree,Manual,TRUE,0
"2,438.06",6/20/2004,5/19/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
29.99,1/3/2004,5/20/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
8.99,9/23/2003,5/21/1978,M,25001-50000,F,3,3,Partial College,Clerical,FALSE,2
"1,764.96",5/19/2004,5/21/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
4.99,11/6/2003,5/21/1978,M,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
39.98,1/19/2004,5/22/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,755.42",9/12/2002,5/24/1978,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
828.74,11/17/2003,5/24/1978,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"4,752.75",7/16/2001,5/24/1978,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"1,775.47",4/16/2004,5/24/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
38.98,6/16/2004,5/24/1978,S,25001-50000,F,0,0,High School,Manual,TRUE,1
"1,288.06",10/26/2001,5/24/1978,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"2,756.54",3/7/2003,5/25/1978,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
69.46,6/9/2004,5/25/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
74.98,5/9/2004,5/26/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
39.98,10/5/2003,5/26/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"1,322.98",4/29/2003,5/26/1978,M,0-25000,M,1,1,High School,Manual,TRUE,0
30.48,5/11/2004,5/26/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"1,587.47",8/5/2002,6/3/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
101.45,7/31/2003,6/3/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
603.49,2/7/2004,6/3/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,802.21",7/6/2002,6/5/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
39.98,8/6/2003,6/8/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
39.98,7/19/2004,6/8/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"1,728.27",5/2/2004,6/12/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,480.38",5/21/2003,6/12/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,3
"1,239.09",12/16/2001,6/13/1978,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
78.98,9/12/2003,6/15/1978,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
"5,910.55",5/20/2002,6/17/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
13.98,3/12/2004,6/17/1978,S,0-25000,M,0,0,High School,Manual,TRUE,1
"1,288.31",9/11/2003,6/17/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
90.47,8/22/2003,6/19/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
"4,752.75",7/10/2001,6/19/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
124.99,9/7/2003,6/19/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"3,399.99",11/20/2001,6/19/1978,S,25001-50000,M,3,3,Partial College,Clerical,FALSE,2
"3,578.27",12/26/2001,6/19/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
22.93,12/23/2003,6/23/1978,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,451.30",1/19/2004,6/24/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
83.97,8/26/2003,6/25/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,847.75",11/1/2002,6/25/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
27.77,9/23/2003,6/25/1978,M,25001-50000,M,4,4,Partial College,Clerical,TRUE,2
39.98,3/4/2004,6/26/1978,S,0-25000,F,0,0,High School,Manual,FALSE,1
765.32,3/10/2004,6/26/1978,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
"1,735.98",3/20/2004,6/27/1978,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
69.96,2/25/2004,6/27/1978,M,25001-50000,M,4,4,Partial College,Clerical,FALSE,3
"4,548.70",9/11/2002,7/1/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,3
"1,170.48",9/26/2003,7/1/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"4,698.76",10/28/2001,7/2/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"2,563.35",11/18/2003,7/2/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"5,933.26",5/1/2002,7/7/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"1,253.07",12/23/2001,7/8/1978,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
751.34,3/29/2004,7/8/1978,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"3,750.09",4/26/2003,7/11/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
39.98,4/13/2004,7/11/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,649.83",11/12/2001,7/12/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
553.97,4/23/2004,7/14/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"5,976.74",5/24/2002,7/16/1978,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"2,181.56",10/23/2002,7/16/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
202.57,1/31/2004,7/19/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
589.96,2/6/2004,7/19/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"1,764.96",10/10/2003,7/20/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"1,274.08",1/27/2002,7/20/1978,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
27.77,4/20/2004,7/21/1978,M,25001-50000,M,4,4,Partial College,Clerical,TRUE,1
"3,578.27",10/12/2001,7/21/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
94.97,2/13/2004,7/22/1978,M,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
51.94,7/11/2004,7/23/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"4,549.76",1/15/2003,7/23/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
756.33,3/14/2004,7/27/1978,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
"5,025.80",12/27/2001,8/1/1978,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
118.96,1/5/2004,8/3/1978,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"4,379.08",3/16/2003,8/3/1978,S,0-25000,F,0,0,High School,Manual,FALSE,1
548.98,11/28/2003,8/3/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
4.99,4/21/2004,8/5/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,2
574.98,10/20/2003,8/5/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,2
"1,893.91",1/6/2003,8/6/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
34.98,8/17/2003,8/6/1978,M,25001-50000,M,4,4,Partial College,Clerical,FALSE,2
"2,461.55",10/8/2003,8/6/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"1,236.78",5/30/2004,8/6/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
136.25,10/30/2003,8/10/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"4,528.75",12/21/2002,8/10/1978,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
54.25,12/15/2003,8/10/1978,S,25001-50000,F,0,0,High School,Manual,TRUE,1
34.89,3/2/2004,8/10/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
791.32,1/20/2004,8/13/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
603.49,6/27/2004,8/14/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
776.33,12/13/2003,8/14/1978,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,4
"3,807.40",2/8/2003,8/15/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"2,983.34",11/5/2002,8/15/1978,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
64.97,9/30/2003,8/15/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,419.06",6/11/2004,8/15/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"3,295.43",7/27/2002,8/16/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
4.99,7/11/2004,8/16/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
58.98,6/23/2004,8/16/1978,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
"1,174.48",9/10/2003,8/16/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
"1,587.47",12/22/2002,8/17/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,622.47",12/6/2002,8/17/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
151.92,1/5/2004,8/17/1978,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
58.98,12/28/2003,8/17/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
49.99,10/22/2003,8/18/1978,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"1,764.96",3/4/2004,8/18/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
77.27,5/5/2004,8/19/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
39.99,8/3/2003,8/19/1978,S,0-25000,F,0,0,High School,Manual,TRUE,1
"1,725.98",12/18/2003,8/19/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
751.34,4/10/2004,8/19/1978,S,0-25000,M,1,1,High School,Manual,TRUE,0
"1,194.97",3/19/2004,8/21/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"1,283.82",1/29/2004,8/21/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
4.99,4/10/2004,8/22/1978,M,25001-50000,M,5,5,Partial College,Clerical,TRUE,1
"4,829.39",5/11/2002,8/22/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"1,804.92",7/9/2002,8/23/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
71.27,11/5/2003,8/23/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
"2,730.54",3/30/2003,8/23/1978,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"4,478.35",6/10/2003,8/24/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,1
"4,698.76",7/26/2001,8/24/1978,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
132.97,12/16/2003,8/24/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,118.26",6/10/2002,8/24/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
49.97,2/12/2004,8/24/1978,S,75001-100000,F,4,4,Partial College,Skilled Manual,FALSE,3
"2,071.42",2/20/2003,8/24/1978,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,2
595.96,11/6/2003,8/25/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,518.97",2/20/2003,8/25/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,3
3.99,11/6/2003,8/27/1978,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
80.96,12/10/2003,9/1/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,1
27.28,10/26/2003,9/1/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"2,371.96",7/26/2003,9/2/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
56.97,7/4/2004,9/2/1978,S,25001-50000,F,4,4,Partial College,Clerical,TRUE,2
"1,308.06",1/14/2002,9/2/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"3,578.27",9/8/2001,9/2/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
128.97,2/27/2004,9/2/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,960.07",12/13/2001,9/3/1978,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"5,875.55",7/13/2001,9/3/1978,S,0-25000,M,0,0,High School,Manual,FALSE,1
"3,807.40",4/30/2003,9/3/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"1,198.97",11/8/2003,9/3/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
60.47,7/21/2004,9/3/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
69.99,6/13/2004,9/3/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
47.94,12/1/2003,9/6/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
608.96,6/20/2004,9/6/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,322.98",4/16/2003,9/6/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
53.99,6/15/2004,9/6/1978,M,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
"2,589.09",8/16/2002,9/7/1978,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"2,589.09",8/17/2002,9/9/1978,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
"3,578.27",1/5/2002,9/11/1978,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"1,804.92",12/31/2002,9/12/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
78.97,3/21/2004,9/14/1978,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
27.28,11/23/2003,9/14/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
114.96,9/29/2003,9/15/1978,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
682.92,2/17/2004,9/15/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
56.51,12/28/2003,9/16/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
